CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
浙江卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002520
湖南卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002475
湖北卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002508
广东卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002485
广西卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002509
黑龙江卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002498
海南卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002506
重庆卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002531
深圳卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002481
四川卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002516
河南卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002525
福建东南卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002484
贵州卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002490
江西卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002503
辽宁卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002505
安徽卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002532
河北卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002493
山东卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600002513
天津卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600152137
吉林卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600190405
陕西卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600190400
甘肃卫视 | 卫视;央视频;央视频 | webview://https://yangshipin.cn/tv/home?pid=600190408
宁夏卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600190737
内蒙古卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600190401
云南卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600190402
山西卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600190407
青海卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600190406
西藏卫视 | 卫视;央视频 | webview://https://yangshipin.cn/tv/home?pid=600190403
广东卫视 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/43
广东珠江 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/44
广东新闻 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/45
广东民生 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/48
广东体育 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/47
大湾区卫视 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/51
大湾区卫视（海外版） | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/46
广东影视 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/53
4K超高清 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/16
广东少儿 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/54
嘉佳卡通 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/66
南方购物 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/42
岭南戏曲 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/15
广东移动 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/74
荔枝台 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/100
纪录片 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/94
GRTN健康频道 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/99
GRTN文化频道 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/75
GRTN生活频道 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/102
GRTN教育频道 | 荔枝网 | webview://https://www.gdtv.cn/tvChannelDetail/104

